gene_id	gene_name	RAP1_IAA_30M_REP1	RAP1_UNINDUCED_REP1	RAP1_UNINDUCED_REP2	WT_REP1	WT_REP2
Gfp_transgene_gene	Gfp_transgene_gene	0	0	0	0	0
HRA1	HRA1	0	0	0	0	0
YAL001C	TFC3	57.4978180661543	69.8808969486538	113.133335032015	59.5067354583668	30.2743263837599
YAL002W	VPS8	37.3575228235086	31.4495430098061	80.5509821677711	63.6028880229354	26.2630708643708
YAL003W	EFB1	666.92455686423	896.958542332261	1875.56349750745	1209.45321086149	737.653291214687
YAL004W	YAL004W	1.02038488738168	0	0	0	1.01785083466527
YAL005C	SSA1	6370.79449404743	5724.49184700779	11908.4422808854	8632.76484473685	4484.82123815053
YAL007C	ERP2	48.453441161652	61.1279965528427	144.018635988288	62.4969500142797	48.3331104516352
YAL008W	FUN14	14.1291075660296	18.8660569573848	26.6217185913743	9.38384521873134	3.75567375428491
YAL009W	SPO7	15.4381743467318	15.9152448430232	20.149686462491	9.62431801494513	4.81612843990116
YAL010C	MDM10	10.9296891139729	12.1041881981021	36.2952297090183	29.7790300856607	9.9330188748365
YAL011W	SWC3	9.99410125155143	23.9778135334673	36.9481491344378	19.9750228923185	16.9893950936418
YAL012W	CYS3	250.518417030272	235.90359485093	544.054510379938	397.910883844634	235.586241550581
YAL013W	DEP1	7.89848018920958	18.3501647371641	35.6638425297171	21.6919780612664	9.86712031188657
YAL014C	SYN8	14.4571681409728	20.1997288587198	44.6307162134245	30.7617026610864	17.3178530759567
YAL015C	NTG1	12.8279233275409	12.2448720079567	28.5577286045204	8.86880928364487	5.91684117387342
YAL016C-A	YAL016C-A	0	0	0	0	0
YAL016C-B	YAL016C-B	0	0	0	0	0
YAL016W	TPD3	150.961056193701	160.764098168809	324.368879369998	198.821146831501	105.970725870302
YAL017W	PSK1	103.043503791697	110.957181957585	203.16081519947	104.047405868367	60.6427892334355
YAL018C	LDS1	0	0	0	0	0
YAL019W	FUN30	105.888917972025	109.296614677615	234.235823516811	193.594764823091	86.7622663277796
YAL019W-A	YAL019W-A	0	0	0	0	0
YAL020C	ATS1	11.750319029955	8.27113318208355	18.6011656144601	11.7294527663257	1.95645000484021
YAL021C	CCR4	107.495446181362	101.049311664812	199.031525674921	141.600368124547	82.397225309124
YAL022C	FUN26	41.786199908295	36.2340600447356	85.5118006564615	55.6643371397659	26.8559303822499
YAL023C	PMT2	307.944079273639	318.803364645497	652.192590420379	440.148890367877	252.81016481782
YAL024C	LTE1	50.5356758466912	51.0212688431006	97.0902754455668	71.7582142439212	47.5273202493588
YAL025C	MAK16	18.524046065365	30.2093694659991	56.2250757874403	49.6225062063565	20.4496019097466
YAL026C	DRS2	124.257544302641	163.000707014601	309.150328005475	185.295280783107	125.975841450788
YAL026C-A	YAL026C-A	10.7534062731926	13.566240008676	23.4347044738179	12.9607034516571	4.76738035240718
YAL027W	SAW1	10.6194836376644	10.5998839139088	21.1896474885969	4.81489863272107	1.92754152448814
YAL028W	FRT2	9.95461884966037	8.04464546989559	19.0969121228351	3.97835303757432	3.98096918937356
YAL029C	MYO4	178.932093440337	172.632663263986	350.982898731886	247.66869935009	141.600427325117
YAL030W	SNC1	11.7357070199523	19.0450460273074	58.5721670823992	15.7555349424108	7.44376855595302
YAL031C	GIP4	39.1207943919141	39.7248611593724	71.4706151256099	37.0976945486827	15.0485715913978
YAL031W-A	YAL031W-A	0	0	0	0	0
YAL032C	PRP45	14.7719230739304	14.3340248017237	36.8413251959323	18.683658691988	14.7612217709455
YAL033W	POP5	12.0345524013606	13.7919754606638	27.5707828942961	17.5017936224976	6.44849232074219
YAL034C	FUN19	17.7841882308909	16.2917997992106	44.7810616642814	11.840840562655	7.89955774711713
YAL034C-B	YAL034C-B	0	0	0	0	0
YAL034W-A	MTW1	7.77420787601255	2.095334609281	26.1791792485506	5.81791720730605	5.82285049509886
YAL035W	FUN12	416.929510325158	471.70169581495	857.140358423474	775.266079797968	395.910959025438
YAL036C	RBG1	53.1206997131102	59.4944307174622	150.715625868795	82.506084260144	50.1306514852703
YAL037C-A	YAL037C-A	0	0	0	0	0
YAL037C-B	YAL037C-B	0.965765306346881	0	3.06894363031471	0	0
YAL037W	YAL037W	3.8677075583788	5.28515596218297	9.50873929220135	5.78733189035714	0.965348726782987
YAL038W	CDC19	5755.27260815838	6389.84150503977	13509.085875098	10538.9110195956	6431.31927524745
YAL039C	CYC3	9.67410061829621	17.9535302498192	41.1678484765489	11.5807566908547	5.79512233682385
YAL040C	CLN3	34.9215939163233	44.0782353059287	92.1195858901416	52.8415781574315	37.9106277956174
YAL041W	CDC24	61.3006685679028	64.363393778783	137.572936032357	92.4207230224208	51.2630133466947
YAL042C-A	YAL042C-A	0	0	0	0	0
YAL042W	ERV46	143.286201954809	148.619619513147	295.062429629692	165.801892999887	103.700395363883
YAL043C	PTA1	67.2432422017215	66.4820897469793	132.90070510315	79.2530320982846	43.1632572033619
YAL044C	GCV3	31.392775496844	64.7180471780567	140.925581298296	45.9265801616773	23.8818510411003
YAL044W-A	YAL044W-A	4.88771600944933	4.80080406087574	22.3930571762164	7.23906606276678	3.20807539806635
YAL045C	YAL045C	0	0	0.968717280789733	0	0
YAL046C	AIM1	1.68205338153524	4.35044188479866	10.1461851694514	7.49189028359087	6.64278297582046
YAL047C	SPC72	19.9861650742868	22.9825593283757	39.9505876164433	18.9742304461266	13.9897729908071
YAL047W-A	YAL047W-A	0	0	0	0	0
YAL048C	GEM1	18.0105081952547	20.9405245026817	45.8478230126954	24.9997239726712	10.006053253199
YAL049C	AIM2	27.8756954010477	39.5275664347932	69.4071699760743	32.5921917266388	13.4315636759056
YAL051W	OAF1	40.3040784782826	57.1880550680699	116.292569775716	83.6137109600542	39.3103663103513
YAL053W	FLC2	116.416344078718	128.011328878559	256.892299824465	138.435990874702	68.2552314368358
YAL054C	ACS1	4.00794095467048	4.97452586591421	6.96101158420019	4.00586887054391	1.00207319481695
YAL055W	PEX22	5.58545365089641	1.13610640333983	5.67782021958194	1.8533168821393	1.85404366788171
YAL056C-A	YAL056C-A	0	0	0	0	0
YAL056W	GPB2	62.3324413036813	48.4865273037687	130.554413589758	75.3772474894551	39.2188203075618
YAL058W	CNE1	22.8645875973209	27.2115548646409	48.3530037463178	40.7198038960899	27.827235182943
YAL059C-A	YAL059C-A	0	0	0	0	0
YAL059W	ECM1	17.0778613006385	25.1718389020479	45.944023459907	32.1484366266428	19.8723979452697
YAL060W	BDH1	49.2552741330581	52.1888913383167	116.601831822965	43.2818100894536	26.5789696454859
YAL061W	BDH2	29.6504720845477	15.2647685260436	82.3903998145276	9.87093371008554	4.93899470263035
YAL062W	GDH3	16.8532006073033	12.1497264073048	23.2758589259951	26.7372985303741	12.8824038919086
YAL063C	FLO9	4.1498075604962	9.43743487290474	9.89166248988232	6.37216127977208	1.09374217223656
YAL063C-A	YAL063C-A	0	0.969186220906225	0.96872355058209	0	0
YAL064C-A	TDA8	0	0	0	0	0
YAL064W	YAL064W	0	0	0.968733737596905	0	0
